wmc,dit,noc,cbo,rfc,lcom,loc,bug
-0.31904864561505375,0.8213154612005819,-0.1997103976365433,-0.18221439580913226,-0.4569784093316779,-0.15154563426046905,-0.4201619208284835,0
-0.40834155252297916,-0.7496843803426522,-0.1997103976365433,-0.3598722810890642,-0.6570075143870481,-0.14390451156116255,-0.5674769375080063,0
-0.49763445943090456,-0.7496843803426522,-0.1997103976365433,-0.22662886712911526,-0.7370191564091962,-0.14581479223598917,-0.6468004080277494,0
-0.6762202732467554,-0.7496843803426522,-0.1997103976365433,-0.4931156950490132,-0.7770249774202702,-0.15154563426046905,-0.6128046349478595,0
-0.7655131801546807,-0.7496843803426522,-0.1997103976365433,-0.4931156950490132,-0.8570366194424184,-0.15154563426046905,-0.6637982945676943,0
-0.40834155252297916,-0.7496843803426522,-0.1997103976365433,-0.18221439580913226,-0.5369900513538259,-0.14008395021150927,-0.539147126608098,0
0.1274158889245733,0.8213154612005819,-0.1997103976365433,-0.048970981849183304,0.4631554739230251,-0.10378861738980331,0.2710854651292774,0
-0.051169924891277516,1.6068153819721989,-0.1997103976365433,0.3063447887106806,0.4631554739230251,-0.1095194594142832,0.13510237280971785,0
-0.40834155252297916,-0.7496843803426522,-0.1997103976365433,0.2619303173906976,-0.5369900513538259,-0.14008395021150927,-0.36350229902866704,0
-0.5869273663388299,-0.7496843803426522,-0.1997103976365433,-0.3598722810890642,-0.6570075143870481,-0.14963535358564242,-0.5674769375080063,0
0.4845875165562749,-0.7496843803426522,-0.1997103976365433,-0.22662886712911526,-0.13693184124308555,-0.035018513096044646,-0.20485535798918095,0
0.6631733303721258,-0.7496843803426522,-0.1997103976365433,-0.13779992448914927,0.5831729369562472,-0.03310823242121801,0.37873874654892864,0
-0.22975573870712834,-0.7496843803426522,-0.1997103976365433,-0.3154578097690812,-0.4569784093316779,-0.14963535358564242,-0.380500185568612,0
-0.49763445943090456,-0.7496843803426522,-0.1997103976365433,-0.3598722810890642,-0.056920199220937474,-0.14581479223598917,0.05577890228997479,0
-0.5869273663388299,-0.7496843803426522,-0.1997103976365433,-0.4042867524090472,-0.7770249774202702,-0.14963535358564242,-0.652466370207731,0
-0.31904864561505375,-0.7496843803426522,-0.1997103976365433,-0.22662886712911526,-0.2569493042763077,-0.13244282751220277,-0.3238405637687955,0
-0.49763445943090456,-0.7496843803426522,-0.1997103976365433,-0.2710433384490982,-0.7370191564091962,-0.14581479223598917,-0.6468004080277494,0
-0.49763445943090456,-0.7496843803426522,-0.1997103976365433,-0.2710433384490982,-0.5769958723649,-0.14581479223598917,-0.556145013148043,0
-0.6762202732467554,-0.7496843803426522,-0.1997103976365433,-0.09338545316916629,-0.8170307984313443,-0.15154563426046905,-0.6581323323877126,0
0.4845875165562749,0.8213154612005819,-0.1997103976365433,0.4395882026706296,0.8632136840337655,-0.0388390744456979,0.5147218388684882,0
-0.49763445943090456,1.6068153819721989,-0.1997103976365433,-0.13779992448914927,-0.2569493042763077,-0.14581479223598917,-0.38616614774859365,0
-0.6762202732467554,-0.7496843803426522,-0.1997103976365433,-0.18221439580913226,-0.8170307984313443,-0.15154563426046905,-0.6581323323877126,0
-0.22975573870712834,-1.5351843011142692,-0.1997103976365433,0.4395882026706296,1.3032777151555799,-0.1343531081870294,1.0869840190466344,0
-0.6762202732467554,-0.7496843803426522,-0.1997103976365433,-0.4042867524090472,-0.7370191564091962,-0.15154563426046905,-0.6241365593078227,0
-0.14046283179920294,0.03581554042896484,-0.1997103976365433,-0.13779992448914927,-0.5369900513538259,-0.12289142413806961,-0.4088299964685202,0
-0.49763445943090456,-0.7496843803426522,-0.1997103976365433,-0.09338545316916629,-0.13693184124308555,-0.15154563426046905,-0.3181746015888139,0
-0.6762202732467554,-0.7496843803426522,-0.1997103976365433,-0.4931156950490132,-0.8170307984313443,-0.15154563426046905,-0.6581323323877126,0
-0.31904864561505375,0.8213154612005819,-0.1997103976365433,-0.09338545316916629,-0.49698423034275196,-0.14390451156116255,-0.459823656088355,0
-0.40834155252297916,-0.7496843803426522,-0.1997103976365433,-0.18221439580913226,-0.1769376622541596,-0.14008395021150927,-0.4428257695484101,0
-0.31904864561505375,0.8213154612005819,-0.1997103976365433,-0.048970981849183304,-0.13693184124308555,-0.13626338886185602,-0.3125086394088322,0
-0.49763445943090456,-0.7496843803426522,-0.1997103976365433,-0.22662886712911526,-0.5369900513538259,-0.14581479223598917,-0.4881534669882633,0
0.4845875165562749,1.6068153819721989,-0.1997103976365433,-0.004556510529200312,0.6231787579673213,-0.012095144998125088,0.6733687799079743,0
-0.49763445943090456,0.8213154612005819,-0.1997103976365433,-0.13779992448914927,-0.49698423034275196,-0.15154563426046905,-0.41449595864850186,0
-0.40834155252297916,0.8213154612005819,-0.1997103976365433,-0.4487012237290302,-0.6170016933759741,-0.15154563426046905,-0.5448130887880798,0
-0.49763445943090456,-0.7496843803426522,-0.1997103976365433,-0.3154578097690812,-0.49698423034275196,-0.14963535358564242,-0.3974980721085569,0
-0.22975573870712834,1.6068153819721989,-0.1997103976365433,-0.2710433384490982,-0.4569784093316779,-0.12289142413806961,-0.4201619208284835,0
-0.49763445943090456,0.03581554042896484,-0.1997103976365433,-0.4487012237290302,-0.6570075143870481,-0.14581479223598917,-0.5958067484079146,0
-0.5869273663388299,-0.7496843803426522,-0.1997103976365433,-0.22662886712911526,-0.5769958723649,-0.14963535358564242,-0.5448130887880798,0
-0.40834155252297916,-0.7496843803426522,-0.1997103976365433,-0.3154578097690812,-0.41697258832060385,-0.15154563426046905,-0.284178828508924,0
-0.40834155252297916,-0.7496843803426522,-0.1997103976365433,-0.22662886712911526,-0.6970133353981222,-0.14008395021150927,-0.6354684836677861,0
-0.5869273663388299,-0.7496843803426522,-0.1997103976365433,-0.3154578097690812,-0.6970133353981222,-0.14963535358564242,-0.6184705971278411,0
-0.5869273663388299,0.8213154612005819,-0.1997103976365433,-0.18221439580913226,-0.6170016933759741,-0.14963535358564242,-0.556145013148043,0
-0.5869273663388299,-0.7496843803426522,-0.1997103976365433,-0.3154578097690812,-0.6970133353981222,-0.14963535358564242,-0.6128046349478595,0
-0.051169924891277516,-0.7496843803426522,-0.1997103976365433,-0.18221439580913226,-0.2569493042763077,-0.1095194594142832,-0.09720207656952966,0
-0.49763445943090456,0.8213154612005819,-0.1997103976365433,-0.048970981849183304,0.14310890583443273,-0.15154563426046905,0.10677256190980962,0
-0.40834155252297916,0.03581554042896484,-0.1997103976365433,-0.18221439580913226,-0.6170016933759741,-0.15154563426046905,-0.4938194291682449,0
-0.22975573870712834,0.03581554042896484,-0.1997103976365433,-0.3154578097690812,-0.2569493042763077,-0.13817366953668264,-0.2615149797889974,0
-0.49763445943090456,-0.7496843803426522,-0.1997103976365433,-0.048970981849183304,0.02309144280121061,-0.14963535358564242,0.13510237280971785,0
-0.6762202732467554,-0.7496843803426522,-0.1997103976365433,-0.4931156950490132,-0.7770249774202702,-0.15154563426046905,-0.5958067484079146,0
-0.6762202732467554,-0.7496843803426522,-0.1997103976365433,0.21751584607071464,-0.8170307984313443,-0.15154563426046905,-0.6581323323877126,0
-0.22975573870712834,0.8213154612005819,-0.1997103976365433,0.21751584607071464,0.383143831900877,-0.13817366953668264,-0.05187437912967649,0
0.1274158889245733,1.6068153819721989,-0.1997103976365433,-0.18221439580913226,-0.1769376622541596,-0.12671198548772286,-0.1991893958091993,0
-0.22975573870712834,0.8213154612005819,-0.1997103976365433,-0.18221439580913226,0.5031612949340991,-0.12289142413806961,0.11810448626977291,0
-0.22975573870712834,0.03581554042896484,-0.1997103976365433,-0.4042867524090472,-0.49698423034275196,-0.1343531081870294,-0.4314938451884468,0
-0.5869273663388299,-1.5351843011142692,-0.1997103976365433,-0.2710433384490982,-0.4569784093316779,-0.14963535358564242,-0.3351724881287588,0
-0.49763445943090456,0.8213154612005819,-0.1997103976365433,0.03985796079078268,-0.1769376622541596,-0.14581479223598917,-0.284178828508924,0
-0.22975573870712834,-0.7496843803426522,-0.1997103976365433,-0.3154578097690812,-0.4569784093316779,-0.15154563426046905,-0.4031640342885386,0
-0.49763445943090456,0.8213154612005819,-0.1997103976365433,-0.4042867524090472,-0.6970133353981222,-0.14963535358564242,-0.5788088618679696,0
0.03812298201664789,-0.7496843803426522,-0.1997103976365433,-0.18221439580913226,-0.49698423034275196,-0.08277552996671038,-0.6128046349478595,0
0.21670879583249872,0.8213154612005819,-0.1997103976365433,-0.3154578097690812,-0.2569493042763077,-0.08468581064153702,-0.3125086394088322,0
-0.31904864561505375,0.8213154612005819,-0.1997103976365433,-0.22662886712911526,-0.49698423034275196,-0.13626338886185602,-0.459823656088355,0
-0.40834155252297916,-0.7496843803426522,-0.1997103976365433,-0.22662886712911526,-0.5769958723649,-0.14390451156116255,-0.539147126608098,0
-0.40834155252297916,0.03581554042896484,-0.1997103976365433,-0.3598722810890642,-0.5769958723649,-0.14390451156116255,-0.03487649258973155,0
-0.31904864561505375,0.8213154612005819,-0.1997103976365433,-0.3154578097690812,-0.4569784093316779,-0.13626338886185602,-0.459823656088355,0
-0.49763445943090456,-0.7496843803426522,-0.1997103976365433,-0.22662886712911526,-0.6170016933759741,-0.14581479223598917,-0.5334811644281164,0
-0.49763445943090456,-0.7496843803426522,-0.1997103976365433,-0.4042867524090472,-0.2569493042763077,-0.14581479223598917,-0.30684267722885056,0
-0.5869273663388299,-0.7496843803426522,-0.1997103976365433,-0.09338545316916629,-0.7770249774202702,-0.14963535358564242,-0.652466370207731,0
-0.14046283179920294,-0.7496843803426522,-0.1997103976365433,-0.004556510529200312,-0.2969551252873817,-0.13053254683737614,-0.2898447906889056,0
-0.40834155252297916,-0.7496843803426522,-0.1997103976365433,-0.13779992448914927,-0.6970133353981222,-0.14008395021150927,-0.6411344458477677,0
-0.31904864561505375,-0.7496843803426522,-0.1997103976365433,-0.18221439580913226,-0.1769376622541596,-0.1477250729108158,-0.27851286632894234,0
0.1274158889245733,-0.7496843803426522,-0.1997103976365433,-0.004556510529200312,-0.13693184124308555,-0.11142974008910983,-0.1141999631094746,0
-0.5869273663388299,0.03581554042896484,-0.1997103976365433,-0.3598722810890642,-0.5769958723649,-0.14963535358564242,-0.49948539134822656,0
-0.40834155252297916,0.03581554042896484,-0.1997103976365433,-0.2710433384490982,-0.5769958723649,-0.14390451156116255,-0.4088299964685202,0
-0.051169924891277516,0.8213154612005819,-0.1997103976365433,0.17310137475073165,0.5831729369562472,-0.15154563426046905,0.10110659972982797,0
-0.40834155252297916,-0.7496843803426522,-0.1997103976365433,-0.4931156950490132,-0.2969551252873817,-0.14008395021150927,-0.21618728234914425,0
-0.5869273663388299,0.8213154612005819,-0.1997103976365433,-0.3154578097690812,-0.6970133353981222,-0.14963535358564242,-0.6014727105878962,0
-0.49763445943090456,0.8213154612005819,-0.1997103976365433,-0.3598722810890642,-0.6570075143870481,-0.14581479223598917,-0.5221492400681531,0
